A2AJ76	HBWS01000003	GO:0008046,GO:0005509,GO:0005201,GO:0005201
Q5ZIE6	HBWS01000033	GO:0004839,GO:0008641,GO:0019781
O35936	HBWS01000036	GO:0050473,GO:0050473,GO:0036403,GO:0036403,GO:0036403,GO:0036403,GO:1990136,GO:0016702,GO:0005506,GO:0046872,GO:0008289,GO:0016491,GO:0046872,GO:0051213,GO:1990136,GO:0016165,GO:0005506,GO:0005509,GO:0050473,GO:0050473,GO:0016165,GO:0005506,GO:0005509,GO:0050473,GO:0036403,GO:1990136
Q8K5C0	HBWS01000067	GO:0003677,GO:0003700,GO:0000978,GO:0001228,GO:0001161,GO:0003700,GO:0003700,GO:0003700,GO:0043565,GO:0001228,GO:0031490,GO:0043565,GO:0003700,GO:0003677,GO:0003682,GO:0001228,GO:0031490,GO:0042802,GO:0043565,GO:0003677,GO:0003700,GO:0001228,GO:0031490,GO:0042802,GO:0043565,GO:0140297
Q8NF50	HBWS01000072	GO:0005085,GO:0005085,GO:0005085,GO:0005085,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005085,GO:0005085,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515
P77989	HBWS01000078	GO:0004553,GO:0016787,GO:0016798,GO:0004565
P61292	HBWS01000079	GO:0004722,GO:0016791,GO:0050115,GO:0016787,GO:0016787,GO:0004721,GO:0046872,GO:0017018,GO:0004722,GO:0050115,GO:0004722,GO:0004722,GO:0017018
Q8QZR1	HBWS01000082	GO:0004838,GO:0004838,GO:0008483,GO:0030170,GO:0003824,GO:0004838,GO:0008483,GO:0016740,GO:0004838,GO:0016597,GO:0004838,GO:0004838,GO:0042802,GO:0016597,GO:0004838,GO:0004838,GO:0042802,GO:0004838,GO:0008483
Q8QZR1	HBWS01000083	GO:0004838,GO:0004838,GO:0008483,GO:0030170,GO:0003824,GO:0004838,GO:0008483,GO:0016740,GO:0004838,GO:0016597,GO:0004838,GO:0004838,GO:0042802,GO:0016597,GO:0004838,GO:0004838,GO:0042802,GO:0004838,GO:0008483
Q9FZI8	HBWS01000086	GO:0008374,GO:0016740,GO:0016746
Q96DH6	HBWS01000093	GO:0003729,GO:0003676,GO:0003723,GO:0003723,GO:0042802,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0003727,GO:0008266,GO:0003723,GO:0003723
O94812	HBWS01000098	GO:0000149,GO:0000149,GO:0005509,GO:0005543,GO:0000149,GO:0000149,GO:0019905,GO:0019905,GO:0005515,GO:0046872
O94812	HBWS01000099	GO:0000149,GO:0000149,GO:0005509,GO:0005543,GO:0000149,GO:0000149,GO:0019905,GO:0019905,GO:0005515,GO:0046872
Q63356	HBWS01000104	GO:0000146,GO:0051015,GO:0016887,GO:0005516,GO:0035091,GO:0051015,GO:0003774,GO:0005524,GO:0008289,GO:0000166,GO:0003779,GO:0005516,GO:0005524,GO:0044877,GO:0016887,GO:0005516,GO:0035091,GO:0051015,GO:0016887,GO:0005516,GO:0035091,GO:0051015
Q8C206	HBWS01000108	GO:0004930,GO:0004930,GO:0004888,GO:0004930,GO:0004930
Q803F5	HBWS01000113	GO:0004064,GO:0016844
F1R4Y7	HBWS01000118	
P35556	HBWS01000122	GO:0005201,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005509,GO:0005179,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005201,GO:0005201,GO:0030023,GO:0005179
P07756	HBWS01000126	GO:0004088,GO:0005524,GO:0004088,GO:0046872,GO:0000166,GO:0003824,GO:0016874,GO:0005524,GO:0004087,GO:0005524,GO:0005543,GO:0004087,GO:0004087,GO:0004087,GO:0004175,GO:0044877,GO:0004087,GO:0004087,GO:0030955,GO:0046872,GO:0072341,GO:0036094,GO:0016595,GO:0005509,GO:0005543,GO:0004087,GO:0004087,GO:0072341,GO:0004087,GO:0016879
P0C6B8	HBWS01000145	GO:0005509,GO:0003682,GO:0098640
O15050	HBWS01000149	
