A2AJ76	HBWS01000003	GO:0050808,GO:0007156,GO:0050896,GO:0007411
Q5ZIE6	HBWS01000033	GO:0016567,GO:0006511,GO:0006974,GO:0045116,GO:0045116,GO:0045116
O35936	HBWS01000036	GO:0051122,GO:0019369,GO:0019372,GO:0034440,GO:0043651,GO:0019369,GO:0019372,GO:0006644,GO:0043651,GO:0045618,GO:0035360,GO:0034440,GO:0006629,GO:0045786,GO:0045926,GO:1901696,GO:0051122,GO:0071926,GO:0019369,GO:0019369,GO:0019372,GO:0008285,GO:0010744,GO:2001303,GO:0032722,GO:0006629,GO:0006644,GO:0045786,GO:0045926,GO:1901696,GO:0071926,GO:0019369,GO:0008285,GO:0010744,GO:2001303,GO:0032722,GO:0006629,GO:0006644,GO:0001676,GO:0006690
Q8K5C0	HBWS01000067	GO:0045893,GO:0006355,GO:0021915,GO:0007420,GO:0006357,GO:0045944,GO:0060487,GO:0008544,GO:0090132,GO:0003382,GO:0001843,GO:0001843,GO:0045617,GO:0051973,GO:0070830,GO:0008544,GO:0003382,GO:0007155,GO:0034329,GO:0044030,GO:0006357,GO:0061713,GO:0045617,GO:0045944,GO:0070830,GO:0008283,GO:0008544,GO:0003382,GO:0034329,GO:0007155,GO:0044030,GO:0006355,GO:0048568,GO:0048701,GO:0060324,GO:0060463,GO:0060672,GO:0021915,GO:0007420,GO:0010468,GO:0030323,GO:0003208,GO:0035264,GO:0042733,GO:0043010,GO:0001701,GO:0001843,GO:0045617,GO:0045944,GO:0070830,GO:0008283,GO:0008544,GO:0003382,GO:0034329,GO:0007155,GO:0044030
Q8NF50	HBWS01000072	GO:0061485,GO:1903905,GO:2000406,GO:0007264,GO:0051056,GO:0036336,GO:1903905,GO:2000406,GO:0070233,GO:0001771,GO:0043547,GO:1903905,GO:1990869,GO:2000406
P77989	HBWS01000078	GO:0005975,GO:0008152
P61292	HBWS01000079	GO:0032922,GO:0042752,GO:0030155,GO:0006470,GO:0032922,GO:0042752,GO:0042752,GO:0043153,GO:0048511,GO:0051301,GO:0005975,GO:0005977,GO:0007049
Q8QZR1	HBWS01000082	GO:0006559,GO:0006572,GO:0006103,GO:0006536,GO:0006572,GO:0009058,GO:0009072,GO:0009074,GO:0006520,GO:0006559,GO:0006572,GO:0046689,GO:0051384,GO:0014070,GO:0006103,GO:0006520,GO:0006536,GO:0006572,GO:0006979,GO:0046689,GO:0051384,GO:0071548,GO:0014070,GO:0006103,GO:0006520,GO:0006536,GO:0006572,GO:0006979,GO:0006559,GO:0006520
Q8QZR1	HBWS01000083	GO:0006559,GO:0006572,GO:0006103,GO:0006536,GO:0006572,GO:0009058,GO:0009072,GO:0009074,GO:0006520,GO:0006559,GO:0006572,GO:0046689,GO:0051384,GO:0014070,GO:0006103,GO:0006520,GO:0006536,GO:0006572,GO:0006979,GO:0046689,GO:0051384,GO:0071548,GO:0014070,GO:0006103,GO:0006520,GO:0006536,GO:0006572,GO:0006979,GO:0006559,GO:0006520
Q9FZI8	HBWS01000086	GO:0006629
Q96DH6	HBWS01000093	GO:0007417,GO:0006417,GO:0048864
O94812	HBWS01000098	GO:0007186,GO:1905413,GO:0001956,GO:1905413,GO:0042147,GO:1990502,GO:0035774,GO:0001956,GO:0032228,GO:0006887,GO:0050795,GO:0050804,GO:0032228
O94812	HBWS01000099	GO:0007186,GO:1905413,GO:0001956,GO:1905413,GO:0042147,GO:1990502,GO:0035774,GO:0001956,GO:0032228,GO:0006887,GO:0050795,GO:0050804,GO:0032228
Q63356	HBWS01000104	GO:0030050,GO:0007015,GO:0072015,GO:0003094,GO:0032836,GO:0006897,GO:0048008,GO:0072015,GO:0030097,GO:0003094,GO:0032836,GO:0035166,GO:0006807,GO:0006897,GO:0001570,GO:0001701,GO:0001822,GO:0048008,GO:0072015,GO:0030097,GO:0003094,GO:0032836,GO:0006807,GO:0035166,GO:0006897,GO:0001570,GO:0001701,GO:0001822
Q8C206	HBWS01000108	GO:0007189,GO:0048512,GO:0060019,GO:0007200,GO:0007166,GO:0007186,GO:0030154,GO:0007165,GO:0007186,GO:0048856,GO:0051716
Q803F5	HBWS01000113	GO:0009058
F1R4Y7	HBWS01000118	GO:0060271,GO:0051660,GO:0060271,GO:0060271,GO:0030030,GO:0060271
P35556	HBWS01000122	GO:0009653,GO:0045669,GO:0060346,GO:0030326,GO:0030501,GO:0035108,GO:0035583,GO:0045669,GO:0060346,GO:0030501,GO:0035583,GO:0007165,GO:0048048,GO:0043010,GO:1901163,GO:0001890,GO:0042593,GO:0007165
P07756	HBWS01000126	GO:0006541,GO:0006207,GO:0006541,GO:0006807,GO:0008152,GO:0000050,GO:0048545,GO:0051384,GO:0051384,GO:0051591,GO:0051591,GO:0055081,GO:0060416,GO:0070365,GO:0071320,GO:0071377,GO:0071400,GO:0071548,GO:0007494,GO:0009410,GO:0009636,GO:0009636,GO:0010043,GO:0014075,GO:0032094,GO:0032496,GO:0033762,GO:0034201,GO:0042594,GO:0000050,GO:0000050,GO:0043200,GO:0044344,GO:0001889,GO:0046209,GO:0050667,GO:0070409,GO:0042311,GO:0071242,GO:0019433,GO:0032496,GO:0046209,GO:0050667,GO:0070409,GO:0042311,GO:0071242,GO:0019433,GO:0032496
P0C6B8	HBWS01000145	GO:0036303,GO:0045959,GO:0008544,GO:0007155,GO:0036303,GO:0048014,GO:0120193,GO:0008544,GO:0010467,GO:0003017,GO:0001945,GO:0007160,GO:0045906
O15050	HBWS01000149	
Q8CG08	HBWS01000174	GO:0016477,GO:0090177,GO:0045669,GO:0060071,GO:0060122,GO:0090090,GO:0090103,GO:0033687,GO:0033690,GO:0001649,GO:0043932,GO:0016477
A6QLU1	HBWS01000190	GO:0006072,GO:0019563,GO:0071704
P04323	HBWS01000194	GO:0015074,GO:0006508,GO:0071897,GO:0006278,GO:0006278
Q5ZMC6	HBWS01000198	GO:0030111,GO:0060828
Q4R6C7	HBWS01000200	GO:0008033,GO:0007610,GO:0008033,GO:0032259,GO:0030488
A5DID3	HBWS01000206	GO:0006364,GO:0006364
A3LNR4	HBWS01000207	GO:0006364,GO:0006364
Q9S158	HBWS01000211	GO:0019622,GO:0019439,GO:0019622,GO:0019380
Q9C9U5	HBWS01000212	GO:0016310,GO:0009651,GO:0010182
O09101	HBWS01000213	GO:0006506
Q86KC1	HBWS01000220	GO:0007165,GO:0016998,GO:0009253,GO:0008152,GO:0008152,GO:0031640,GO:0042742
Q86KC1	HBWS01000221	GO:0007165,GO:0016998,GO:0009253,GO:0008152,GO:0008152,GO:0031640,GO:0042742
B3EWZ5	HBWS01000231	
P34712	HBWS01000236	GO:0055085,GO:0055085,GO:0093002,GO:0045087,GO:0050829,GO:0010038,GO:0042908
Q28DE7	HBWS01000241	GO:0072344,GO:0016567
Q9Y5L3	HBWS01000247	GO:0009134,GO:0009181,GO:0030168,GO:0007186
O18956	HBWS01000248	GO:0009134
Q5TYQ8	HBWS01000250	GO:1900364,GO:0043488,GO:1900364,GO:0043488
A2RRH5	HBWS01000279	
Q78DX7	HBWS01000284	GO:0032006,GO:0007169,GO:0070372,GO:0030154,GO:0006468,GO:0007283,GO:0002066,GO:0032006,GO:0001558,GO:0016310,GO:0007165,GO:0032006,GO:0001558,GO:0010467,GO:0010629,GO:0010966,GO:0007283,GO:0050896
Q9Y3B9	HBWS01000288	GO:0000460,GO:0000470,GO:0006364
Q2KHU8	HBWS01000291	GO:0001731,GO:0006412,GO:0006413,GO:0006413
P98199	HBWS01000302	GO:0045332,GO:0007030,GO:0015914,GO:0006869
Q6AXX1	HBWS01000304	
Q9C6B9	HBWS01000321	GO:0006656,GO:0008654,GO:0032259,GO:0006629,GO:0046337,GO:0006656,GO:0009555,GO:0019432,GO:0006651,GO:0006656,GO:1901576
Q9M571	HBWS01000322	GO:0006656,GO:0008654,GO:0032259,GO:0006629,GO:0006656
Q9QWK4	HBWS01000332	GO:0031638,GO:0002376,GO:0006915,GO:0006954,GO:1903661,GO:0030449
P21328	HBWS01000347	GO:0006278,GO:0006278,GO:0071897
B3EWZ5	HBWS01000363	
P17735	HBWS01000370	GO:0006559,GO:0006572,GO:0006103,GO:0006536,GO:0006572,GO:0009058,GO:0009072,GO:0009074,GO:0006520,GO:0006559,GO:0006572,GO:0046689,GO:0051384,GO:0071548,GO:0014070,GO:0006103,GO:0006520,GO:0006536,GO:0006572,GO:0006979,GO:0006559,GO:1901564,GO:0044238
Q8UVG0	HBWS01000374	GO:0006508,GO:0006508,GO:0035821
Q5E980	HBWS01000379	
E1BD59	HBWS01000384	GO:0045087,GO:0060340,GO:0006513,GO:0051607,GO:0070534,GO:0032728,GO:0034340,GO:0045087,GO:0051607,GO:0002376,GO:0016567
Q9P215	HBWS01000385	GO:0006355
Q58D65	HBWS01000389	GO:0030488,GO:0031591,GO:0008033,GO:0006400
Q8BG71	HBWS01000390	GO:0030488,GO:0031591,GO:0008033,GO:0006400
Q9Z175	HBWS01000408	GO:0030199,GO:0006954,GO:0018057,GO:1905590,GO:0060021,GO:0061053,GO:2000329,GO:0021510,GO:2001046,GO:0030324,GO:0006954,GO:0045892,GO:0001837,GO:0045892,GO:0001837,GO:0045892,GO:0001837
P27448	HBWS01000413	GO:0036289,GO:0018105,GO:0032092,GO:0035556,GO:1900181,GO:0035331,GO:0006468,GO:0016310
Q03141	HBWS01000415	GO:0036289,GO:0018105,GO:0032092,GO:0035556,GO:1900181,GO:0006468,GO:0035331,GO:0016310,GO:1900181,GO:0035331
Q03141	HBWS01000417	GO:0036289,GO:0018105,GO:0032092,GO:0035556,GO:1900181,GO:0006468,GO:0035331,GO:0016310,GO:1900181,GO:0035331
Q4G3H4	HBWS01000423	GO:0045944,GO:0033209,GO:0045944,GO:0071356,GO:0016310,GO:0043124,GO:0055113,GO:0001757,GO:0007417,GO:0043066,GO:0050896
Q5U593	HBWS01000424	GO:0016311
P30112	HBWS01000434	
