scig1.0000008	GO:0050896,GO:0007156,GO:0050808,GO:0007411
scig1.0000107	GO:0016567,GO:0006511,GO:0006974,GO:0045116
scig1.0000110	GO:0051122,GO:0006629,GO:0010744,GO:0045618,GO:0008285,GO:0035360,GO:0006644,GO:2001303,GO:0001676,GO:0006690,GO:0034440,GO:1901696,GO:0043651,GO:0019369,GO:0032722,GO:0071926,GO:0019372,GO:0045786,GO:0045926
scig1.0000182	GO:0060487,GO:0048568,GO:0061713,GO:0007420,GO:0090132,GO:0021915,GO:0042733,GO:0051973,GO:0010468,GO:0060324,GO:0044030,GO:0060463,GO:0001843,GO:0006355,GO:0030323,GO:0043010,GO:0008544,GO:0003208,GO:0008283,GO:0035264,GO:0007155,GO:0006357,GO:0060672,GO:0034329,GO:0045617,GO:0045893,GO:0045944,GO:0001701,GO:0070830,GO:0003382,GO:0048701
scig1.0000188	GO:2000406,GO:0007409,GO:0043547,GO:1990869,GO:0070233,GO:0090630,GO:0030154,GO:0031175,GO:0022027,GO:1903905,GO:0000226,GO:0007399,GO:1904754,GO:0007264,GO:0036336,GO:0050767,GO:0061485,GO:0120163,GO:0001771,GO:0033138,GO:0051056,GO:0045200
scig1.0000203	GO:0030155,GO:0005977,GO:0008152,GO:0042752,GO:0007049,GO:0048511,GO:0032922,GO:0051301,GO:0043153,GO:0006470,GO:0005975
scig1.0000217	GO:0009058,GO:0046689,GO:0006520,GO:0009074,GO:0006572,GO:0014070,GO:0009072,GO:0006979,GO:0071548,GO:0006103,GO:0051384,GO:0006536,GO:0006559
scig1.0000221	GO:0006629
scig1.0000236	GO:0009725,GO:0048864,GO:0007417,GO:0007399,GO:0030855,GO:0006417
scig1.0000243	GO:1905413,GO:0050795,GO:1990502,GO:0035774,GO:0032228,GO:0050804,GO:0042147,GO:0001956,GO:0006887,GO:0007186
scig1.0000248	GO:0001570,GO:0048008,GO:0030050,GO:0030097,GO:0072015,GO:0035166,GO:0006897,GO:0007015,GO:0001822,GO:0006807,GO:0032836,GO:0001701,GO:0008150,GO:0003094
scig1.0000261	GO:0051716,GO:0007200,GO:0060019,GO:0048856,GO:0007186,GO:0030154,GO:0007166,GO:0007189,GO:0007165,GO:0048512
scig1.0000292	GO:0010584,GO:0009058,GO:0009555
scig1.0000307	GO:0030030,GO:0051660,GO:0060271
scig1.0000327	GO:0007165,GO:0010737,GO:0042593,GO:0035108,GO:0034199,GO:0043010,GO:0048048,GO:0006006,GO:0001890,GO:1901163,GO:0035583,GO:0009653,GO:0045669,GO:0030501,GO:0030326,GO:0060346
scig1.0000336	GO:0071548,GO:0070365,GO:0006807,GO:0019433,GO:0034201,GO:0008152,GO:0071320,GO:0051384,GO:0051591,GO:0032094,GO:0043200,GO:0009636,GO:0070409,GO:0060416,GO:0071377,GO:0050667,GO:0042594,GO:0055081,GO:0006541,GO:0009410,GO:0006207,GO:0001889,GO:0046209,GO:0033762,GO:0048545,GO:0010043,GO:0044344,GO:0014075,GO:0007494,GO:0071400,GO:0000050,GO:0071242,GO:0032496,GO:0042311
scig1.0000375	GO:0001945,GO:0045959,GO:0010467,GO:0045906,GO:0036303,GO:0007155,GO:0003017,GO:0008544,GO:0048014,GO:0007160,GO:0120193
scig1.0000469	GO:0090103,GO:0033687,GO:0033690,GO:0043932,GO:0060071,GO:0090090,GO:0045669,GO:0090177,GO:0016477,GO:0060122,GO:0001649
scig1.0000504	GO:0071704,GO:0019563,GO:0006072
scig1.0000515	GO:0006278,GO:0071897,GO:0006508,GO:0015074
scig1.0000523	GO:0007610,GO:0032259,GO:0030488,GO:0030111,GO:0060828,GO:0008033
scig1.0000540	GO:0006364
scig1.0000542	GO:0019622,GO:0019380,GO:0019439
scig1.0000543	GO:0010182,GO:0009651,GO:0007165,GO:0016310
scig1.0000545	GO:0006506
scig1.0000561	GO:0008152,GO:0007165,GO:0016998,GO:0009253,GO:0031640,GO:0042742
scig1.0000588	GO:0072089,GO:0097327,GO:1990961,GO:0031667,GO:0032782,GO:0097068,GO:0006869,GO:0071549,GO:0061092,GO:0033280,GO:1905235,GO:0035633,GO:0009410,GO:0042908,GO:0033762,GO:1905232,GO:0014070,GO:0009914,GO:1902396,GO:0046865,GO:1901529,GO:0007595,GO:0033189,GO:1990963,GO:0001666,GO:1901557,GO:1904478,GO:0010038,GO:0046686,GO:1905231,GO:0055085,GO:0071217,GO:0007623,GO:0032496,GO:0071312,GO:0000086,GO:1990962,GO:2001225,GO:0006805,GO:1904446,GO:0071356,GO:0071222,GO:0047484,GO:2001025,GO:0006629,GO:0032376,GO:1905039,GO:1903416,GO:0071392,GO:0001890,GO:1902065,GO:1905233,GO:0055088,GO:0043215,GO:0071236,GO:0140115,GO:0050829,GO:0071407,GO:0093002,GO:0010033,GO:0150104,GO:0060856,GO:0050892,GO:0045087,GO:0071548,GO:0032355,GO:0045332,GO:0070633,GO:1905237,GO:0099040,GO:1903413,GO:0010046,GO:0071475,GO:2001140,GO:0036146
scig1.0000597	GO:0016567,GO:0072344
scig1.0000607	GO:0007186,GO:0009181,GO:0009134,GO:0030168
scig1.0000608	GO:1900364,GO:0043488
scig1.0000679	GO:0007165,GO:0006468,GO:0070372,GO:0002066,GO:0010467,GO:0032006,GO:0010966,GO:0007169,GO:0007283,GO:0010629,GO:0030154,GO:0050896,GO:0016310,GO:0001558
scig1.0000683	GO:0000460,GO:0000470,GO:0006364
scig1.0000700	GO:0001731,GO:0006412,GO:0006413
scig1.0000720	GO:0045332,GO:0007030,GO:0015914,GO:0006869
scig1.0000769	GO:0046337,GO:0019432,GO:0010183,GO:0042425,GO:0009826,GO:0009860,GO:0008654,GO:0032259,GO:0006629,GO:0048528,GO:0009555,GO:0006656,GO:1901576,GO:0006651
scig1.0000802	GO:0006954,GO:1903661,GO:0002376,GO:0006915,GO:0030449,GO:0031638
scig1.0000842	GO:0006278,GO:0071897
