scig1.0000008	GO:0005604,GO:0005938,GO:0005886,GO:0062023,GO:0031012,GO:0043025,GO:0032154,GO:0030054,GO:0005576,GO:0030424
scig1.0000107	GO:0005737,GO:0005634
scig1.0000110	GO:0005886,GO:0005925,GO:0042597,GO:0005856,GO:0005737,GO:0016020,GO:0005829,GO:0005912
scig1.0000182	GO:0016020,GO:0005911,GO:0005634,GO:0005654
scig1.0000188	GO:0016020,GO:0031256,GO:0030426,GO:0005925,GO:0045178,GO:0031252,GO:0005737,GO:0030424,GO:0031258,GO:0005829,GO:0008180,GO:0043005,GO:0005886,GO:0110165,GO:0042995
scig1.0000203	GO:0005730,GO:0005737,GO:0005634,GO:0072357,GO:0005654
scig1.0000217	GO:0005739
scig1.0000221	GO:0000325,GO:0016020
scig1.0000236	GO:0043231,GO:0005844,GO:0005829,GO:0005634,GO:0005737
scig1.0000243	GO:0016020,GO:0005794,GO:0098982,GO:0032588,GO:0005737,GO:0098793,GO:0031901,GO:0055038,GO:0031902,GO:0005829,GO:0005886,GO:0099503,GO:0005768,GO:0031045
scig1.0000248	GO:0045334,GO:0032437,GO:0005886,GO:0032991,GO:0005856,GO:0005902,GO:0031982,GO:0016459,GO:0005737,GO:0030136,GO:0005912,GO:0005829,GO:0031410,GO:0016461,GO:0015629,GO:0005903,GO:0070161
scig1.0000261	GO:0005886,GO:0060170,GO:0042995,GO:0016020
scig1.0000292	GO:0005773,GO:0016020,GO:0009986
scig1.0000307	GO:0005813,GO:0005814,GO:0005737,GO:0097539,GO:0005856
scig1.0000327	GO:0031012,GO:0005576,GO:0001527,GO:0062023,GO:0005615
scig1.0000336	GO:0005886,GO:0005730,GO:0032991,GO:0005634,GO:0005737,GO:0042645,GO:0005739,GO:0016020,GO:0005743
scig1.0000375	GO:0005737,GO:0005634,GO:0005576,GO:0005615,GO:0016020,GO:0031012
scig1.0000469	GO:0005615,GO:0005576,GO:0016528,GO:0005581,GO:0031012
scig1.0000504	GO:0005739,GO:0009331
scig1.0000515	GO:0042575
scig1.0000523	GO:0005737
scig1.0000540	GO:0005730,GO:0005634
scig1.0000543	GO:0005739,GO:0005575,GO:0005737,GO:0005634
scig1.0000545	GO:0016020,GO:0005789,GO:0005783
scig1.0000561	GO:0005576
scig1.0000584	GO:0005576,GO:0016020
scig1.0000588	GO:0005829,GO:0031410,GO:0030136,GO:0005737,GO:0045121,GO:0045177,GO:0009986,GO:0031526,GO:0005886,GO:0005654,GO:0016020,GO:0070062,GO:0046581,GO:0016324,GO:0005925,GO:0098591
scig1.0000607	GO:0005783,GO:0005886,GO:0005789,GO:0016020,GO:0005604,GO:0070062
scig1.0000608	GO:0016607,GO:0005634,GO:0005737
scig1.0000673	GO:0005654
scig1.0000679	GO:0016020,GO:0043235,GO:0005886,GO:0048471,GO:0009986
scig1.0000683	GO:0030687
scig1.0000700	GO:0005850
scig1.0000720	GO:0016020,GO:0005794,GO:1990531,GO:0005802,GO:0005829,GO:0005783,GO:0005789,GO:0005730,GO:0005886
scig1.0000769	GO:0005737
scig1.0000802	GO:0016020,GO:0005737,GO:0005576,GO:0009986,GO:0005886
scig1.0000887	GO:0005576,GO:0016020
scig1.0000908	GO:0005739,GO:0070062,GO:0009897,GO:0016020,GO:0005886,GO:0005575,GO:0005829
scig1.0000939	GO:0005576
scig1.0000943	GO:0043231,GO:0016020,GO:0005783,GO:0005789
scig1.0000950	GO:0005737
scig1.0000951	GO:0005654,GO:0005634
scig1.0000958	GO:0005737
scig1.0001003	GO:0005797,GO:0005576,GO:0005788,GO:0005737,GO:0005634,GO:0005802,GO:1990635,GO:0062023,GO:0005615,GO:0016020,GO:0012505,GO:0005794,GO:0043204
scig1.0001017	GO:0005739,GO:0045180,GO:0030425,GO:0016328,GO:0070062,GO:0016020,GO:0005884,GO:0098978,GO:0005654,GO:0005886,GO:0042995,GO:0005856,GO:0005634,GO:0098794,GO:0005737,GO:0097427,GO:0005829
scig1.0001033	GO:0005737,GO:0005634,GO:0008385
scig1.0001097	GO:0005737
scig1.0001168	GO:0016020,GO:0005840,GO:0005737,GO:0005844,GO:0005829,GO:0022626
scig1.0001210	GO:0005886,GO:0031410,GO:0016323,GO:0016020,GO:0030659
scig1.0001217	GO:0005765,GO:0016020,GO:0005764,GO:0005576
scig1.0001244	GO:0005634,GO:0005737
scig1.0001277	GO:0005886,GO:0005768,GO:0031985,GO:0005802,GO:0032580,GO:0005829,GO:0005758,GO:0005739,GO:0005794,GO:0016020,GO:0000139,GO:0043231
scig1.0001282	GO:0005829
scig1.0001296	GO:0016020,GO:0043231,GO:0005886
scig1.0001349	GO:0005604,GO:0031012,GO:0005576,GO:0001527,GO:0062023,GO:0005615
scig1.0001357	GO:0005739
scig1.0001379	GO:0005886,GO:0016020,GO:0070062
scig1.0001392	GO:0016020,GO:0005829,GO:0005737,GO:0005856,GO:0032991,GO:0005886
scig1.0001408	GO:0016020
scig1.0001424	GO:0005576
scig1.0001442	GO:0016605,GO:0005813,GO:0000785,GO:0005654,GO:0031965,GO:0005634
scig1.0001531	GO:0043231,GO:0016020,GO:0005783,GO:0005886
scig1.0001532	GO:0031012,GO:0005576
scig1.0001536	GO:0005764,GO:0009986,GO:0110165
scig1.0001577	GO:0005737
scig1.0001587	GO:0005737,GO:0035003,GO:0005902
scig1.0001613	GO:0000943,GO:0005634,GO:0005737,GO:0042575
scig1.0001637	GO:0042575,GO:0005737
scig1.0001651	GO:0005886,GO:0016020
scig1.0001660	GO:0016607,GO:0071007,GO:0005654,GO:0005819,GO:0071006,GO:0005662,GO:0035861,GO:0005634,GO:0005737,GO:0005681,GO:0005811,GO:0000974,GO:0005856,GO:0071013
scig1.0001675	GO:0070062,GO:0016323,GO:0033176,GO:0016607,GO:0016020,GO:0005903,GO:0005794,GO:0010008,GO:0005886,GO:0043229,GO:0016471,GO:0048471,GO:0042470,GO:0005737,GO:0005829,GO:0000220,GO:0030670,GO:0045202,GO:0016324,GO:0030672,GO:0008021,GO:0005765,GO:0043231,GO:0030665,GO:0045177,GO:0031526,GO:0005768,GO:0033179,GO:0031410
scig1.0001703	GO:0005789,GO:0005783,GO:0016020
scig1.0001726	GO:0005813,GO:0000922,GO:0030496,GO:0000776,GO:0042995,GO:0005856,GO:0032991,GO:0005634,GO:0036126,GO:0000794,GO:0005930,GO:0005654,GO:0000775,GO:0031514,GO:0005730,GO:0005874,GO:0005929,GO:0005737,GO:0005694,GO:0005829,GO:0005575,GO:0015630
scig1.0001730	GO:0005856,GO:0071203,GO:0005737,GO:0030017,GO:0008290
scig1.0001753	GO:0005789,GO:0042995,GO:0005856,GO:0005576,GO:0005813,GO:0043231,GO:0030139,GO:0098554,GO:0000242,GO:0005791,GO:0033116,GO:0005874,GO:0005886,GO:0031514,GO:0005929,GO:0030660,GO:0005783,GO:0005737,GO:0015630,GO:0005829,GO:0005794,GO:0016020,GO:0098553
scig1.0001783	GO:0005739,GO:0005758,GO:0031966
scig1.0001786	GO:0016020,GO:0005886,GO:0005576,GO:0005634
scig1.0001801	GO:0030018,GO:0005856,GO:0005737,GO:0005829,GO:0001725,GO:0000151
scig1.0001860	GO:0005634
scig1.0001883	GO:0005768,GO:0030139,GO:0005829,GO:0005886,GO:0016020
scig1.0001888	GO:0005634,GO:0005737
scig1.0001889	GO:0016020,GO:0005737,GO:0005575
scig1.0001896	GO:0048471,GO:0043025,GO:0030425,GO:0031012,GO:0001527,GO:0005576,GO:0032991,GO:0062023,GO:0038045
scig1.0001912	GO:0005886,GO:0016020
scig1.0001930	GO:0043197,GO:0005737,GO:0005829,GO:0014069,GO:0098978
scig1.0001961	GO:0016020,GO:0090543,GO:0010008,GO:0110165,GO:0005886,GO:0005737,GO:0055038,GO:0005829,GO:0032154,GO:0030139,GO:0001726,GO:0005938,GO:0042995,GO:0005768,GO:0032587,GO:0031527
scig1.0001980	GO:0005774,GO:0035859,GO:0061700,GO:0016020,GO:0005764,GO:0005765
scig1.0002053	GO:0005737
scig1.0002073	GO:0044295,GO:0005737,GO:0030424,GO:0030175,GO:0043025
scig1.0002085	GO:0005783,GO:0043231,GO:0005788,GO:0017177
